"","X","Geneid","E4_cpm","E5_cpm","E6_cpm","CPM_mean_E46","L4_CPM","L5_CPM","L6_CPM","CPM_mean_UN46","FC_E4","FC_E5","FC_E6","FC_UN4","FC_UN5","FC_UN6","mean_FC_un","sd_FC_un","mean_FC_e","sd_FC_e"
"1",1,"txnl4b",105.172328112365,46.7297288541903,70.9754284979256,74.292495154827,4.60623894127145,2.26523385122466,3.12360404134088,3.33169227794566,0.128889381020929,0.0664363845710996,0.0866627742096922,0.167660702451955,0.0791946308724832,0.12667091024825,0.124508747857562,0.0442726514321066,0.0939961799339068,0.0318657860569537
"2",2,"abcb6a",115.743773463865,82.1212219378665,85.3207990316738,94.3952648111351,6.11737661765695,5.75906911328304,5.52516895754769,5.80053822949589,0.141844756948289,0.116753022452504,0.104178830594712,0.222664015904572,0.201342281879195,0.224061107574793,0.216022468452853,0.0127325910427462,0.120925536665168,0.0191764936356843
"3",3,"ugt5b6",817.705815650257,488.83993650588,877.458497647598,728.001416601245,22.1026643268915,17.6803421777789,24.2981862110336,21.3603975719013,1.00210386446684,0.694991364421417,1.07139878221703,0.804506295559973,0.618120805369127,0.985359643539148,0.802662248156083,0.183626363706951,0.922831337035095,0.20033406162446
"4",4,"ugt5b4",64.964694083153,35.6344552787586,74.8008606402585,58.4666700007234,2.3122227096501,1.55494866058642,3.81425016103435,2.56047384375696,0.0796146606134426,0.0506620610247553,0.0913337225790309,0.0841616964877402,0.0543624161073826,0.154678548695099,0.097734220430074,0.0515169066323183,0.0738701480724096,0.0209355100641697
"5",5,"ugt5b3",11.8364046243297,4.04936991804075,11.4762964269986,9.12069032312302,0.182064780287409,0.0383937940885536,0.690646119693462,0.303701564689808,0.0145055918502935,0.00575705238917673,0.0140128451080157,0.00662690523525512,0.00134228187919463,0.0280076384468492,0.0119922751870997,0.0141191609616208,0.0114251631158286,0.00491490683993055
"6",6,"ugt5b2",224.53027092717,85.7656548641031,198.854160113052,169.716695301442,6.48150617823177,2.8987314536858,6.24720808268177,5.20914857153311,0.275163326320452,0.121934369602763,0.242805905413295,0.235917826375082,0.101342281879195,0.2533418204965,0.196867309583592,0.0831845663643817,0.213301200445503,0.0807630732799659
"7",7,"ugt5b1",21.5043076380952,17.5742654442969,28.0759394731929,22.3848375185283,0.527987862833487,0.614300705416858,1.0516656822605,0.731318083503615,0.0263536706898461,0.0249856073690271,0.0342814246392527,0.0192180251822399,0.0214765100671141,0.0426479949077022,0.0277808433856854,0.0129247566428833,0.0285402342327086,0.00501884944739205
"8",8,"cyp4v2a",2609.43027137894,2809.04791214487,3242.94178737442,2887.13999029941,97.1315602833328,129.13752641685,112.543924504594,112.937670401592,3.19787398959141,3.9936672423719,3.95971307031446,3.53545394300861,4.51476510067114,4.56397199236158,4.20473034534711,0.580132318176495,3.71708476742592,0.44997010491217
"9",9,"clockb",79.6020799544615,107.470277624802,87.8483166971437,91.6402247588024,4.93395554578879,10.7118685507065,4.83452283785423,6.82678231144984,0.0975528734359429,0.152792170408751,0.107264992910168,0.179589131875414,0.374496644295304,0.196053469127944,0.250046415099554,0.108090995279197,0.119203345584954,0.0294913238250373
"10",10,"dnajb14",36.3224019769506,30.9371861738314,47.6129679143928,38.2908520217249,1.6021700665292,2.82194386550869,2.07193835908039,2.16535076370609,0.0445133429299081,0.0439838802533104,0.0581366252398031,0.0583167660702451,0.0986577181208055,0.0840229153405478,0.0803324665105328,0.020422112097225,0.0488779494743405,0.00802261742693437
"11",11,"nr3c2",19.1550975599839,13.119958534452,28.2808733379607,20.1853098107989,0.291303648459855,0.307150352708429,0.816218141455909,0.471557380874731,0.0234746982615436,0.0186528497409326,0.0345316540161815,0.0106030483764082,0.0107382550335571,0.0330999363462763,0.0181470799187472,0.0129497299862491,0.0255530673395525,0.00814087340653529
"12",12,"txna",2006.67717787586,1433.07201399462,1914.97034367887,1784.90651184978,81.728879871018,70.4910059465844,72.1254299998058,74.7817719391361,2.45919610231425,2.03742084052964,2.3382267078155,2.97481776010603,2.46442953020134,2.92488860598345,2.78804529876361,0.281369160276064,2.27828121688646,0.217183538223802
"13",13,"dnaja1",37.7680697173268,25.9159674754608,33.2675973806446,32.3172115244774,1.49293119835676,1.30538899901082,2.19751038084283,1.66527685940347,0.046285018270402,0.0368451352907311,0.0406205688547835,0.0543406229290922,0.0456375838926174,0.0891152132399746,0.0630311400205614,0.023004779479586,0.0412502408053055,0.00475133799486267
"14",14,"cyp2u1",1590.05380594621,1497.61897048819,1802.59827449785,1630.09035031075,45.5890209839673,54.9415193407202,51.563011436205,50.6978505869642,1.94862141512568,2.12918825561312,2.20101759946618,1.65937707090788,1.92080536912752,2.09102482495226,1.89040242166256,0.21742401041239,2.09294242340166,0.130043372502938
"15",15,"prdx2",9116.10970811065,5576.87323852409,9667.75507042245,8120.24600568573,387.324613583435,262.959095712504,380.247778399412,343.51049589845,11.1718525080279,7.928727691422,11.8045708566186,14.0980781974818,9.19328859060405,15.4201145767028,12.9038271215962,3.28070376435895,10.3017170186895,2.07927677033504
"16",16,"abca1a",7187.13717128,4792.10534840779,3573.02193222714,5184.08815063831,328.299211814256,301.890402918297,166.649769381488,265.613128038014,8.8078839552652,6.81301093839954,4.36274918675453,11.949635520212,10.5543624161074,6.75811584977721,9.75403792869888,2.68670031562643,6.66121469347309,2.2264517404462
"17",17,"dnajb1b",59.814502758063,34.0147073115423,39.2106794589117,44.346629842839,2.91303648459855,2.07326488078189,2.00915234819916,2.33181790452653,0.0733030672129333,0.0483592400690846,0.0478772207857202,0.106030483764082,0.07248322147651,0.081476766390834,0.0866634905438087,0.0173646561246423,0.0565131760225793,0.014542469538745
"18",18,"cyp3a65",1221.95065755294,2870.43636010237,3568.10351947271,2553.49684570934,39.7629480147702,110.746899048433,124.316301544823,91.6087162026754,1.49750858155244,4.08094415659183,4.35674368170823,1.44731610337972,3.87181208053692,5.04137492043285,3.45350103478316,1.8331810585316,3.31173213995083,1.57720375487741
"19",19,"abcf3",336.117749637454,289.286986944831,220.372215913675,281.925650831987,10.960299773302,10.059174051201,6.46695912076605,9.16214431508968,0.411914516664822,0.411283822682786,0.269079989990825,0.398939695162357,0.351677852348992,0.262253341820497,0.337623629777282,0.0694185182537437,0.364092776446144,0.0822840910275356
"20",20,"slc22a23",214.049179809443,265.962616216917,315.256595301181,265.089463775847,11.7795912845954,19.4272598088081,16.7167753971258,15.9745421635098,0.262318680101871,0.378123200921129,0.384936191508884,0.428760768721007,0.679194630872483,0.677912157861235,0.595289185818242,0.14421926521772,0.341792690843961,0.0689107611172781
"21",21,"cyp8b1.2",30.359022547899,14.90168129839,30.7400797151747,25.3335945204879,1.31086641806935,0.614300705416858,1.39698874210723,1.10738528853115,0.0372051821503709,0.0211859527921704,0.0375344065393277,0.047713717693837,0.0214765100671141,0.0566518141311268,0.0419473472973593,0.0182828820118976,0.0319751804939564,0.00934519518123133
