"","Geneid","L1_CPM","L2_CPM","L3_CPM","L4_CPM","L5_CPM","L6_CPM","mean_CPM","std_CPM"
"48","cenpq",0.136830601890452,0.0696158359736734,0.0371077052257408,0.254890692402373,0.211165867487045,0.470895081609178,0.196750964098077,0.157469219421849
"49","LOC101885604",0,0.0348079179868367,0.0371077052257408,0.0364129560574819,0,0.0313930054406119,0.0232869307851119,0.0181455792345886
"50","mrpl39",6.68949609242208,7.97101321898561,7.38443333992242,15.3116480221711,10.3663244039095,10.3282987899613,9.67520231122867,3.15404595961968
"51","jam2a",1.55074682142512,2.78463343894694,1.96670837696426,2.0027125831615,1.30538899901082,1.28711322306509,1.81621724042896,0.566856088504947
"52","atp5pf",154.846631139361,254.376264647803,182.551355858032,60.0449645387876,54.787944164366,63.8533730662046,128.410088902426,82.1696111340012
"53","appa",6.87193689494268,40.4642046596977,17.7003753926784,20.5551136944485,17.5843576925575,22.1477653383517,20.8872922787794,10.9767994968567
"54","cyyr1",0.334474804621104,1.46193255544714,1.03901574632074,0.254890692402373,1.03663244039095,1.22432721218386,0.891878908561029,0.488781994661645
"55","adamts1",0.152034002100502,1.28789296551296,0.333969347031667,0.546194340862228,0.230362764531322,0.784825136015297,0.555879759342329,0.425828619865826
"56","adamts5",0.0912204012603011,0.522118769802551,0.185538526128704,0.364129560574819,0.345544146796982,0.753432130574685,0.37699725585634,0.237589225419563
"57","LOC137495378",0.0608136008402007,0.0696158359736734,0.0742154104514817,0,0,0.0313930054406119,0.0393396421176613,0.0339189090416152
"58","hemk2",2.93425624053968,3.68963930660469,2.93150871283353,5.64400818890969,4.91440564333486,4.15957322088108,4.04556521885059,1.08864266269128
"59","gart",2.63018823633868,11.4169970996824,5.12086332115223,11.5611135482505,17.757129765956,13.0751867660149,10.2602464562325,5.50978262724734
"60","LOC100332351",15.7203158171919,8.0580330139527,5.38061725773242,7.81057907432986,5.68228152510593,8.14648491183879,8.46638526669193,3.7574426367358
"61","LOC101882330",0.0760170010502509,0.0174039589934184,0,0.163858302258668,0.0383937940885536,0.172661529923365,0.0780557643857094,0.0743786241784274
"62","zgc:152904",0,0.0696158359736734,0,0.0364129560574819,0,0.0313930054406119,0.0229036329119612,0.0283207710853944
"63","LOC141384236",0.744966610292459,1.02683358061168,0.983354188482132,0.946736857494528,2.03487108669334,0.73773562785438,1.07908299190475,0.483961189688586
"64","wu:fa56d06",2.03725562814672,382.243151372448,0.46384631532176,1.14700811581068,0.364741043841259,77.211096881185,77.2445165594588,152.497149120404
"65","sonb",1.03383121428341,6.42206086857138,4.04473986960575,9.77687870143388,8.8497695374116,8.94700655057439,6.51238112364674,3.41056154373821
"66","donson",0.0608136008402007,0.174039589934184,0.111323115677222,2.54890692402373,0.652694499505411,0.627860108812238,0.695939639798831,0.944196372455877
"67","runx1",0.0912204012603011,0.226251466914439,0.0742154104514817,0.364129560574819,0.268756558619875,0.0941790163218357,0.186458735690458,0.1184126396503
"68","mir459",0,0.0348079179868367,0,0,0,0,0.00580131966447279,0.0142102730127324
"69","LOC100333907",0,0.0348079179868367,0,0.127445346201186,0.0767875881771072,0.298233551685813,0.0895457340084906,0.113298598047279
"70","rcan1b",0.364881605041204,1.18346921155245,0.482400167934631,0.58260729691971,0.499119323151197,0.188358032643671,0.55013927287381,0.338986334442268
"71","wu:fk30a06",0.942610813023111,0.905005867657755,0.816369514966298,0.801085033264601,0.383937940885536,0.847611146896521,0.782770052782304,0.202596370356288
"72","LOC137495381",0,0.0174039589934184,0,0.109238868172446,0,0.125572021762448,0.0420358081547186,0.0589954333053471
"73","atp1a1a.4",2.82783243906933,159.594303969646,1.35443124073954,1.2016275498969,1.0750262344795,11.6311085157467,29.6140549915964,63.8061152822392
"74","atp1a1a.1",81.9159203317504,191.443548927602,135.832754978824,133.708374643073,142.191416406958,88.088773266357,128.863464759094,40.0813991315207
"75","atp1a1a.2",0.0608136008402007,0.278463343894694,0.0742154104514817,0.182064780287409,0.134378279309938,0.0470895081609178,0.129504153824107,0.0889298913669633
"76","atp1a1a.3",0.0608136008402007,0.278463343894694,0.148430820902963,0.254890692402373,0.211165867487045,0.251144043524895,0.200818061508695,0.0823870048349674
"77","atp1a1a.5",0,0.278463343894694,0,0,0,0,0.0464105573157823,0.11368218410186
"78","si:ch211-132g1.3",1.23147541701406,0.974621703631428,1.18744656722371,1.9116801930178,1.15181382265661,1.5853467747509,1.34039741304908,0.343795813561238
"79","LOC141384207",0,0.278463343894694,0,0,0.0383937940885536,0.0627860108812238,0.0632738581440785,0.108569345335858
"80","si:ch211-132g1.4",0.516915607141706,1.35750880148663,0.371077052257408,0.109238868172446,0.42233173497409,0.565074097931014,0.557024360327216,0.423244421719437
"81","cd2",0.182440802520602,0.556926687789388,0.408184757483149,0.455161950718523,0.383937940885536,0.612163606091932,0.433135957581522,0.150831864136475
"82","ptgfrnb",0,0,0,0.0364129560574819,0,0,0.00606882600958031,0.0148655270612027
"83","slc5a3a",0,0,0,0,0,0.0313930054406119,0.00523216757343532,0.0128161408036526
"84","mbnl2",2.28051003150753,5.3082074929926,4.04473986960575,5.31629158439235,6.75730775958543,6.41986961260513,5.02115439178147,1.64952448053947
"85","LOC141384284",0,0.0348079179868367,0,0,0,0,0.00580131966447279,0.0142102730127324
"86","kpnb3",16.2068246239135,38.3583256214941,33.7123501975855,59.1892600714368,88.6128767563817,54.5610434557835,48.4401134544325,24.9975807376614
"87","farp1",3.74003645167234,5.06455206708474,4.32304765879881,4.58803246324271,2.99471593890718,4.45780677256689,4.19469855871211,0.727149507265752
"88","ggact.3",0,0,0.0185538526128704,0,0,0,0.00309230876881174,0.00757457861072283
"89","ggact.1",0.456102006301505,0.139231671947347,0.185538526128704,0.0728259121149637,0.115181382265661,0,0.161479916459697,0.157451470034766
"90","LOC141384356",0.456102006301505,1.42712463746031,0.853477220192039,0.910323901437046,1.78531142511774,1.13014819586203,1.09374789772844,0.466624428950425
"91","gpc6a",0.0456102006301505,0.887601908664336,0.111323115677222,0.109238868172446,0.0383937940885536,0,0.198694647872118,0.340247001437527
"92","LOC137495391",0,0,0,0,0,0.0313930054406119,0.00523216757343532,0.0128161408036526
"93","gpc5a",0.152034002100502,0.696158359736734,0.222646231354445,0.109238868172446,0.115181382265661,0.0941790163218357,0.231572976658604,0.232222070917813
"94","LOC141384368",0.0152034002100502,0.0522118769802551,0,0.0910323901437047,0,0.0470895081609178,0.0342561959158213,0.0358346747107386
"95","LOC137495392",0,0.0174039589934184,0,0.0182064780287409,0,0.0470895081609178,0.0137833241971795,0.0185035956189354
"96","slitrk6",0.0304068004201004,0.0696158359736734,0.0371077052257408,0.0364129560574819,0.0767875881771072,0.125572021762448,0.0626504846027585,0.0362987336084016
"97","LOC141384400",0,0,0.0742154104514817,0,0,0,0.0123692350752469,0.0302983144428913
"98","LOC137495394",0,0,0,0,0.0191968970442768,0,0.0031994828407128,0.00783710040053679
"99","spry2",3.28393444537084,6.36984899159112,2.85729330238204,2.43966805585128,3.91616699703247,3.4218375930267,3.71479156420907,1.3944594023728
"100","ndfip2",55.3859869652128,111.95966820466,110.747946246224,19.1896278422929,45.3814646126703,26.7782336408419,61.5738212519836,40.6557809345181
"101","tuba8l2",293.85131925985,251.139128275027,153.77433045547,106.034528039387,126.89148946267,134.095222739574,177.631003038663,76.2570191412701
"102","LOC141384402",0.319271404411054,0.609138564769643,0.44529246270889,0.0364129560574819,0,0,0.235019231324511,0.261224450204889
"103","stk16",6.59827569116178,6.66571629447923,7.49575645559965,7.13693938726644,8.44663469948179,7.94243037647481,7.38095881741062,0.727709299103938
"104","mnx2b",0,0.0348079179868367,0,0,0,0,0.00580131966447279,0.0142102730127324
"105","atic",5.56444447687837,4.87310851815714,2.00381608219,8.81193536591061,16.6821035314765,9.37081212402265,7.88437001643922,5.08921737622013
"106","fn1b",872.842409459191,1607.82994368897,2682.70154929493,1110.7226050994,2465.95660671962,1051.57150324418,1631.93743625105,772.656346026502
"107","cpo",0.197644202730652,7.77956967005801,0,0,0,2.69979846789262,1.77950205678021,3.12569716475812
"108","nrp2a",0.182440802520602,0.556926687789388,0.556615578386112,1.38369233018431,0.383937940885536,0.565074097931014,0.60478123961616,0.409885920851992
"109","pard3ba",1.00342441386331,8.19726468590005,2.00381608219,1.74782189075913,0.729482087682518,1.28711322306509,2.49482039724335,2.8325324646447
"110","LOC137494837",0,0,0,0,0.0383937940885536,0,0.0063989656814256,0.0156742008010736
"111","abcb6a",4.31776565965425,9.74621703631428,5.84446357305418,6.11737661765695,5.75906911328304,5.52516895754769,6.2183434929184,1.83845001211027
"112","cnppd1",6.61347909137183,11.7650762795508,12.0600041983658,9.21247788254291,10.9038375211492,8.19357441999971,9.79140823216337,2.15716754133928
"113","prkag3a",1.06423801470351,0.139231671947347,1.1317850093851,0.145651824229927,0,0.188358032643671,0.444877425484926,0.510318131758705
"114","retreg2",2.76701883822913,4.14214224043357,3.17270879680084,7.17335234332393,8.35065021426041,4.7560403242527,5.06031879288343,2.23826367504175
"115","mdh1b",0,0.10442375396051,0,0,0,0,0.0174039589934184,0.0426308190381973
"116","fastkd2",9.25887072792056,8.00582113697245,7.05046399289076,19.0257695400343,15.5110928117757,16.4499348508806,12.5503255100791,5.05250715386279
"117","gtf3c3",0.988221013653261,2.21030279216413,0.612277136224724,2.58531988008121,2.86033765959724,3.62589212839067,2.14705843501854,1.14806333380099
"118","hecw2b",0.212847602940702,0.626542523763061,0.575169430998983,1.67499597864417,1.74691763102919,1.96206284003824,1.13308933456906,0.744627987140624
"119","klf7a",0.0304068004201004,0.487310851815714,0.148430820902963,0.0728259121149637,0,0.156965027203059,0.149323235409467,0.176966217027092
"120","si:ch211-93g23.2",2.96466304095978,6.99639151535418,4.74978626889483,0.58260729691971,0.518316220195474,1.39698874210723,2.86812551407187,2.58851260410417
"121","ube2f",6.38542808822107,12.3916188033139,9.35114171688669,4.27852233675412,3.99295458520957,4.33223475080444,6.78865004686496,3.41387875398975
"122","erbb4a",0,0,0,0.0182064780287409,0,0,0.00303441300479015,0.00743276353060137
"123","si:ch73-383l1.1",0,0,0,0.0364129560574819,0,0.0627860108812238,0.0165331611564509,0.0269366442760422
"124","lancl1",2.64539163654873,4.31618183036775,2.67175477625334,3.09510126488596,3.49383526205838,4.01830469639832,3.37342824441875,0.695556852873486
"125","mylz3",6.71990289284218,1.72299194034842,0.519507873160372,0.163858302258668,0.191968970442768,0.549377595210708,1.64460126237719,2.55080073873619
"126","pcnp",6.03574988338992,8.54534386576842,6.19698677269872,11.9980690209403,6.83409534776254,12.82404272249,8.7390479355083,2.99147661823396
"127","mxa",0.501712206931656,1.09644941658536,1.26166197767519,0.254890692402373,0.115181382265661,0.65925311425285,0.648191465018847,0.455553518312012
"128","mxb",0.197644202730652,0.539522728795969,1.09467730415935,0.0182064780287409,0.0383937940885536,0.0627860108812238,0.325205086447416,0.424184855675813
"129","efnb2b",0.0152034002100502,0,0.0742154104514817,0.38233603860356,0.191968970442768,0.251144043524895,0.152477977205459,0.149898720445754
"130","arglu1b",1.12505161554371,3.46338783969025,2.30067772399593,23.1040206184722,7.39080536204657,26.2288560456312,10.6021332008967,11.1399749200706
"131","LOC141384475",0,0,0,0,0,0.0313930054406119,0.00523216757343532,0.0128161408036526
"132","LOC141384503",0,0,0,0.0364129560574819,0.0383937940885536,0.125572021762448,0.0333964619847472,0.0487367980160268
"133","LOC141384501",0.0304068004201004,0.174039589934184,0.0742154104514817,0.619020252977192,0.326347249752706,0.455198578888872,0.279871313737423,0.229629664131451
"134","LOC141384478",0.334474804621104,0.939813785644592,0.185538526128704,2.47608101190877,0.767875881771072,1.97775934275855,1.11359055880546,0.918823907017827
"135","radil",0,0,0.0371077052257408,0,0,0.0156965027203059,0.00880070132434113,0.0152226667963763
"136","LOC103909971",0,0,0,0.0364129560574819,0.287953455664152,0.188358032643671,0.0854540740608842,0.123213190704199
"137","wu:fc47e11",9.00041292434971,5.7781143858149,7.45864875037391,9.28530379465787,10.0975678452896,18.4119976909189,10.0053408985675,4.3946286028799
"138","LOC137489740",0.0304068004201004,0,0,0,0,0.0313930054406119,0.010299967643452,0.0159596886037613
"139","LOC137496065",0,0,0,0.0546194340862228,0,0.0313930054406119,0.0143354065878058,0.0233913662630779
"140","LOC137489738",0,0,0,0,0,0.0156965027203059,0.00261608378671766,0.00640807040182628
"141","ifi44a8",1.93083182667637,13.6098959328532,1.16889271461084,1.05597572566697,1.53575176354214,5.63504447658984,4.15606540665655,4.93788933661726
"142","ifi44a7",1.04903461449346,2.21030279216413,0.111323115677222,0.364129560574819,0.307150352708429,0.455198578888872,0.749523169084489,0.782525709206685
"143","ifi44a6",0.136830601890452,0.174039589934184,0.0371077052257408,0,0.115181382265661,0.0784825136015297,0.0902736321529278,0.0646833178719713
"144","ifi44a5",3.40556164705124,7.04860339233444,1.22455427244945,3.40461139137455,1.72772073398491,3.48462360390792,3.38261250685042,2.04190049577813
"145","ifi44a3",0.0152034002100502,0.243655425907857,0.0927692630643521,0.0546194340862228,0.0767875881771072,0.0941790163218357,0.0962023546279042,0.0780066552280968
"146","LOC137487232",0,0,0,0,0.0191968970442768,0,0.0031994828407128,0.00783710040053679
"147","ifi44a1",2.29571343171758,5.84773022178857,3.24692420725232,1.23804050595438,0.767875881771072,1.25572021762448,2.4420007443514,1.89355595806898
"148","si:dkeyp-9d4.3",0.0304068004201004,0.20884750792102,0.0371077052257408,0.218477736344891,0.230362764531322,0.313930054406119,0.173188761474866,0.11428417027469
"149","slc5a10",0.547322407561806,0.469906892822296,0.222646231354445,0.163858302258668,1.19020761674516,0.65925311425285,0.542199094165871,0.369898604112294
"150","fam83gb",0.82098361134271,1.46193255544714,0.779261809740557,2.45787453388003,2.86033765959724,2.13472436996161,1.75251908999488,0.868366026169255
"151","LOC141384614",0,0,0,0,0.0383937940885536,0,0.0063989656814256,0.0156742008010736
"152","LOC141375511",0,0,0.0371077052257408,0,0.0383937940885536,0.0313930054406119,0.0178157507924844,0.0196579762154173
"153","syngr3b",0,0.31327126188153,0,0,0.0383937940885536,0,0.0586108426616807,0.125699309210741
"154","myo15ab",0,0.0348079179868367,0,0.0364129560574819,0,0.125572021762448,0.0327988159677944,0.0486852199329439
"155","LOC137495406",0,0,0,0,0,0.0313930054406119,0.00523216757343532,0.0128161408036526
"156","alkbh5",2.20449303045728,7.13562318730153,5.00954020547501,7.57389485995623,8.40824090539324,5.90188502283504,6.03894620190305,2.2340017359639
"157","LOC141384601",0.0304068004201004,0,0.0371077052257408,0,0.0383937940885536,0,0.0176513832890658,0.0195254230751473
"158","mief2",1.55074682142512,1.98405132524969,1.65129288254547,5.18884623819116,3.55142595319121,3.29626557126425,2.87043813197782,1.41659249137848
"159","smcr8b",1.03383121428341,0.626542523763061,0.630830988837594,0.109238868172446,0.307150352708429,0.188358032643671,0.482658663401435,0.347363543279677
"160","zgc:112980",1.32269581827437,1.67078006336816,1.20600041983658,5.62580171088095,3.35945698274844,4.09678720999985,2.88025370085139,1.78547251594489
"161","ptcd1",1.76359442436582,2.29732258713122,3.11704723896223,6.39047378808807,6.87248914185109,3.40614109030639,3.9745113784508,2.14450717119274
"162","si:ch211-160d14.9",1.15545841596381,4.69906892822296,0.111323115677222,10.4869313445548,3.09070042412856,8.66446950160888,4.70132528835937,4.1331624419787
"163","LOC141375512",0,0.139231671947347,0,0,0,0,0.0232052786578912,0.0568410920509298
"164","slc29a4b",0.638542808822107,1.21827712953929,0.222646231354445,0.218477736344891,0.115181382265661,0.0627860108812238,0.412651883201269,0.44379259173567
"165","fbxl18",0.516915607141706,0.661350441749898,0.927692630643521,1.45651824229927,0.921451058125286,1.03596917954019,0.919982859916646,0.325803185081192
"166","actb1",106.1957504672,434.228776885788,92.4352937173204,146.015953790502,100.322983953391,145.224043168271,170.737133663745,131.106690395387
"167","LOC137495411",0,0.20884750792102,0.148430820902963,0,0.0383937940885536,0.0627860108812238,0.0764096889656268,0.0848934783581125
"168","fscn1b",0,0.10442375396051,0,0,0,0.0627860108812238,0.027868294140289,0.0451365763961874
"169","abcg2b",0,1.60116422739449,0,0,0,0.156965027203059,0.293021542432925,0.64392470939917
"170","hapstr1b",14.1695689957668,40.8993036345331,41.8203837894099,25.3798303720649,31.2141545939941,24.2197036974321,29.6171575138668,10.6251719263816
"171","grin2ab",0,0,0,1.23804050595438,0.115181382265661,0.361019562567037,0.285706908464513,0.487149986040112
"172","LOC141384642",0,0.0348079179868367,0,0,0,0.0156965027203059,0.00841740345119044,0.0143725799150065
"173","tlr2",0.410491805671355,0.0696158359736734,0.185538526128704,0.0364129560574819,0,0.0627860108812238,0.12747418911874,0.152016055074452
"174","socs1b",0.0608136008402007,0.0870197949670918,0.0371077052257408,0.0910323901437047,0.095984485221384,0.125572021762448,0.0829216663600949,0.0305285248473469
"175","si:ch73-191k20.4",1.82440802520602,2.45395821807199,1.33587738812667,1.00135629158075,0.748678984726795,0.769128633294991,1.3555679235012,0.672956328843003
"176","prkcba",0.152034002100502,0.0348079179868367,0.0371077052257408,0.145651824229927,0.115181382265661,0.298233551685813,0.130502730582413,0.0968933337984268
"177","LOC137489970",0,0,0,0.0364129560574819,0.0383937940885536,0.0941790163218357,0.0281642944113119,0.0371760918617991
"178","si:ch211-14k19.8",0.212847602940702,1.25308504752612,0.296861641805927,1.27445346201187,0.460725529062643,1.3185062285057,0.802746585308826,0.531450638537461
"179","ndufab1a",48.9397452761515,34.1465675450868,45.9764467746929,17.6784901659074,12.5739675640013,16.2929698236776,29.2680311915863,15.9455889973613
"180","palb2",0.0608136008402007,0.31327126188153,0.222646231354445,1.47472472032802,2.76435317437586,1.27141672034478,1.01787095152081,1.03614698073254
"181","rasd3",0.729763210082409,0.0348079179868367,0.111323115677222,0.0728259121149637,0.844663469948179,0.313930054406119,0.351218946702622,0.353084224765354
"182","plk1",0.0608136008402007,0.139231671947347,0.148430820902963,11.3972552459918,3.64741043841259,5.83909901195381,3.53870679834146,4.5212066520626
"183","ern2",0.88179721218291,2.10587903820362,1.26166197767519,5.97172479342702,5.3751311723975,3.32765857670486,3.15397546176518,2.13286475166132
"184","chtf18",0,0.243655425907857,0,0.98314981355201,0.191968970442768,0.65925311425285,0.346337887359248,0.394390335430225
"185","si:dkeyp-57d7.4",0,0,0,0,0.0383937940885536,0,0.0063989656814256,0.0156742008010736
"186","zgc:136472",2.46295083402813,41.0385353064805,1.22455427244945,24.032550997938,21.7500843511656,36.274617786627,21.1305489247815,16.6084558296065
"187","ubn1",0,0,0,0.491574906776005,0,0.313930054406119,0.134250826863687,0.215433637554475
"188","uncx4.1",0,0,0,0.436955472689782,0.0767875881771072,0.219751038084283,0.122249016491862,0.176322434960139
"189","micall2b",0.152034002100502,1.14866129356561,0.111323115677222,2.85841705051233,1.45896417536504,1.80509781283518,1.25574957500931,1.04412552731544
"190","gaa2",7.60170010502509,32.9630983335344,12.6908351872034,45.3159238135362,12.2668172112929,37.2007114471251,24.6731810162862,15.752552256374
"191","elfn1b",0.0608136008402007,0.0348079179868367,0,0.0182064780287409,0,0.125572021762448,0.0399000031030377,0.0478698907617612
"192","ugt5b5",0.167237402310552,0.243655425907857,0.333969347031667,0.254890692402373,0.134378279309938,0.172661529923365,0.217798779480959,0.073610842871747
"193","ugt5b6",56.359004578656,31.5185697370807,23.2850850291524,22.1026643268915,17.6803421777789,24.2981862110336,29.2073086767655,14.0362079092647
"194","ugt5b4",14.230382596607,22.2596635525821,12.746496745042,2.3122227096501,1.55494866058642,3.81425016103435,9.48632740425031,8.28057832949583
"195","ugt5b3",1.94603522688642,4.97753227211765,0.575169430998983,0.182064780287409,0.0383937940885536,0.690646119693462,1.40164027067875,1.87711169292476
"196","ugt5b2",29.7226474106481,10.4075674780642,10.6870191050134,6.48150617823177,2.8987314536858,6.24720808268177,11.0741132847208,9.58738621532972
"197","ugt5b1",1.77879782457587,0.870197949670918,0.723600251901946,0.527987862833487,0.614300705416858,1.0516656822605,0.927758379443263,0.456658971298343
"198","mad1l1",0.714559809872358,1.67078006336816,1.55852361948111,2.93124296262729,1.34378279309938,1.50686426114937,1.62095891826628,0.725896429083814
"199","pmm2",1.71798422373567,1.74039589934184,2.41200083967315,1.9116801930178,0.979041749258117,1.02027267681989,1.63022926364108,0.548873621169088
"200","ints15",0.243254403360803,0.469906892822296,0.371077052257408,1.01956276960949,1.22860141083372,1.0673621849808,0.73329411897742,0.419426628537226
"201","rgs11",0,0.0696158359736734,0,0,0.0383937940885536,0.125572021762448,0.0389302753041124,0.0509811390237848
"202","pgap6",3.75523985188239,6.43946482756479,5.71458660476409,5.49835636467976,4.83761805515775,4.58337879432934,5.13810741639635,0.945090373700438
"203","pdia2",3.66401945062209,9.36332993845908,1.03901574632074,1.27445346201187,1.38217658718793,2.65270895973171,3.22928402405557,3.16791403020997
"204","ifi44b",0.0304068004201004,0,0,0,0,0.0313930054406119,0.010299967643452,0.0159596886037613
"205","eslec",3.04068004201004,6.92677567938051,0.630830988837594,0.910323901437046,0.345544146796982,2.26029639172406,2.35240852503104,2.46892604572657
"206","trim2b",0.638542808822107,0.31327126188153,1.37298509335241,1.18342107186816,1.70852383694064,1.30280972578539,1.08659229977504,0.514532648049022
