"Geneid","E1_S1_L001.bam","E2_S2_L001.bam","E3_S3_L001.bam","E4_S4_L001.bam","E5_S5_L001.bam","E6_S6_L001.bam","L1_S1_L001.bam","L2_S2_L001.bam","L3_S3_L001.bam","L4_S4_L001.bam","L5_S5_L001.bam","L6_S6_L001.bam"
"slco5a1a",123.650589856377,226.88973309779,245.08269114565,316.351566912825,586.40059193508,395.678958995896,222.039181676399,558.073329496219,631.930526916276,724.834728827148,1090.00645081678,790.734068917332
"per2",266.571401508553,1126.16336624662,828.182114039159,1513.16119377946,2221.43483131734,1444.74883054422,296.052242235199,1130.09849222984,842.574035888368,1487.03207254229,2175.67887996033,1420.45893828136
"hsd11b1lb",2196.00235881293,3197.48817683037,3144.95372798981,3027.53291651393,4291.05544818003,3692.89515266811,3929.74107252675,7130.78196763794,8965.14523232624,4799.22788236326,7933.42667284339,5977.01928563983
"gpx4b",30957.6113149512,34002.230759832,12124.191385467,7321.68262963419,5398.37765776463,12757.0670949293,22949.3354204107,23991.5724350425,8973.01975602613,6760.76516398312,4537.72069186945,11558.671536821
"txn2",1363.36819205278,1120.42738984808,1667.87818001133,1073.7391831059,942.89722971199,837.563849058746,1608.9029592901,1244.50352477657,1901.69747352375,1173.18610748312,1265.5343285825,1080.55062811328
"cyp2k22",37998.4686035912,72704.7755129118,85005.039846051,23.4035597971222,46.5628261586168,54.0153842050318,22764.3027690137,39560.4231446632,55411.0546452101,14.9450459551989,47.6742384055052,53.6697331844343
"dnaja3a",4758.13893174605,3919.58387233542,4302.92832239611,4859.46673511626,6350.49044682051,4746.52053854698,3730.61069530903,3467.03055949526,3821.11262537225,4689.00816844366,6002.62001742043,4447.43188988345
"hmox2b",12.8468145305327,34.4158583912378,59.2146099412308,75.85981451481,133.868125206023,66.3803516736535,179.746004214228,390.651330647353,559.091182692282,336.263533991976,611.097055925113,288.027568089797
"abca3b",244.089476080121,370.289143061281,498.389633672026,786.843820765317,1299.87889692805,1179.55281773036,352.443145518094,445.063480273235,811.075941088803,808.900612325142,1412.89106547225,1016.14694829196
"cyp2k18",222.410476559847,302.732087700703,178.466254961765,428.930759730016,494.730027935303,408.043926464517,181.508219941819,1011.5079097119,366.165352044945,396.043717812772,613.264066761726,483.027598659909
"cyp2k19",3037.46871056282,1397.66624911083,1416.2160877611,2673.2514423437,1928.47705006938,1939.67292316985,8969.6780534355,8295.7600429613,7224.87549465026,5210.21664613123,4750.08775385761,4499.31263196174
"cyp2k21",224.016328376164,292.534796325522,113.494669054026,556.036300007491,349.706225628778,422.361257217658,190.319298579771,938.958376877389,133.866902898152,777.142389670344,398.729993936953,504.495491933682
"cyp2k16",167.811514805083,562.125687056885,61.6818853554488,62.9475056612253,76.6346513860568,108.030768410064,112.78180656579,358.562114201321,96.4629153236683,33.6263533991976,62.8433142618024,69.7706531397646
"cyp2k8",28.1024067855403,24.2185670160563,64.1491607696667,121.052895502356,104.766358856888,59.2216862970831,24.6710201862666,11.1614665899244,9.84315462486412,63.5164453095954,82.3464117913272,35.7798221229562
"cyp2k6",1.60585181631659,0,0.82242513807265,34624.3561908873,27459.9416976051,33001.4473859899,3.52443145518094,2.7903666474811,7.87452369989129,25165.5892578106,19572.4418762965,23172.8017979326
"dnajc7",1286.28730486959,1073.90224794881,1297.78686787864,1599.91576888948,2789.88933400379,1658.20721631833,1059.09165228187,1151.02624208595,1393.79069488076,1776.59233792427,3014.3120737299,1656.60576429287
"nfe2l1a",138.103256203226,502.216600227693,376.670713237274,644.808423375885,566.514384929837,479.955974110975,363.016439883637,1219.39022494924,980.378200636466,975.16424857673,977.321887312857,661.92670927469
"hmox1a",138.103256203226,897.998971726928,225.344487831906,636.738230342395,1336.74113430362,4085.32017285647,146.263905390009,789.67376123715,224.423925446902,851.867619446339,1428.06014132854,4660.32183151504
"naa60",401.462954079147,282.974835661289,248.37239169794,341.369165316645,452.532466729057,397.305928399662,433.505068987256,404.603163884759,307.10642429576,414.72502525677,513.581568277488,540.275314056639
"sult3st1",2574.98338746365,1071.99025581596,541.155740851804,2461.81238486626,1855.72263419654,2821.49034001103,2410.71111534377,2498.77333281932,653.585467090977,2776.0422861782,2505.06452712564,3418.76200384846
"hsd17b14",755.553279576954,512.413891602875,758.275977302983,320.38666342957,486.484527469715,286.997402824326,1353.38167878948,848.271460834253,1307.17093418195,470.768947588766,777.956890344381,486.605580872204
"aldh16a1",2623.15894195315,2282.28127590783,1150.57276816364,2446.07550845095,4428.31877946012,2234.805173013,1986.01712499446,1393.78814041681,822.88772663864,1752.30663824707,3211.51005986176,1520.64244022564
"fthl27",7205.45709981253,10407.6105097947,6391.88817310064,5361.43274179937,4510.28875467685,5414.55417573331,12317.8879358574,15677.6750088725,10585.3284835789,11462.8502476376,8943.25372270546,10746.4695746299
"fthl28",50.5843322139725,52.8984490087545,18.0933530375983,12.1052895502356,16.976030370329,8.7856347803365,63.439766193257,78.1302661294707,23.6235710996739,14.9450459551989,30.3381517125942,7.15596442459124
"fthl31",358.104955038599,219.241764566404,351.997959095094,87.5615944133712,99.9160644653652,87.5309539226118,415.882911711351,286.012581366812,403.569339619429,138.24167508559,125.686628523605,150.275252916416
"hsd3b7",17231.5929149851,13622.9439465316,9351.7962450241,3038.02416745747,2589.57217563391,8002.08631548278,11665.8681166489,9000.32762145027,6220.87372291412,2329.55903826663,1917.80459040328,6349.12943571858
"rarab",25.6936290610654,64.3704018058337,67.4388613219573,335.316520541527,431.67620084551,263.894437290848,112.78180656579,199.511215294898,309.075055220733,539.889785131561,814.796074566817,518.807420782865
"aldh3b1",73.869183550563,40.7891655007263,21.3830535898889,330.474404721433,417.125317670942,314.330488807595,38.7687460069904,33.4843997697731,11.8117855498369,250.329519749582,316.383582145626,243.302790436102
"clpp",2970.82586018569,1487.52987935461,2871.90858214969,2124.88182571803,2184.08756450262,1846.93566715518,2058.26796982567,916.63544369754,2352.51395534252,1752.30663824707,1568.91584570845,1449.08279597973
"thraa",770.808871831962,263.854914332823,750.051725922257,843.738681651424,889.058961966089,802.4213099374,807.094803236436,538.540762963851,1694.9912264016,1053.62573984152,1490.90345559035,1064.44970815795
"abcc1",57.0077394792389,117.268850814588,139.812273472351,1493.3892208474,838.615900294254,1204.60814654836,52.8664718277142,82.3158161006923,139.77279567307,1094.72461621832,615.43107759834,1007.20199276122
"abcc6b.2",514.675507129466,105.796898017509,787.883282273599,131.140636794219,101.371152782822,147.403427981201,357.729792700866,89.2917327193951,513.812671417907,61.6483145651956,54.1752709153469,87.6605642012427
"cyp3c4",301.900141467518,288.710812059829,618.463703830633,628.26452765723,147.933978941439,163.998515899615,165.648278393504,276.246298100628,395.694815919537,427.801940467569,60.6763034251885,152.064244022564
"cyp3c3",165.402737080608,748.863585364897,2001.78278606883,237.667184836293,135.808242962632,206.299720397531,250.234633317847,1785.8346543879,2080.84288769627,209.230643372785,123.519617686991,551.009260693525
"cyp3c2",197.51977340694,246.009654426256,196.559607999363,575.001253636193,493.274939617846,591.566075209324,133.928395296876,100.453199309319,64.9648205241032,354.944841435975,288.212441269645,338.119319061936
"cyp3c1",22974.9219360414,16745.864430181,45335.3633111168,41536.0730144202,18362.7295368653,16034.7596557564,15648.4756610034,10154.1442301837,27795.1000296913,28567.4553433628,12763.6938276557,10837.7081210434
"mafk",4.81755544894976,6.37330710948849,6.5794011045812,20.9825018870751,9.70058878304516,4.55551433054485,82.8241391967522,136.727965726574,218.518032671983,160.659244018388,158.191791072813,75.137626458208
"slc16a5b",22.4819254284322,12.746614218977,21.3830535898889,96.0352970985361,182.371069121249,65.7295639121471,52.8664718277142,26.5084831510704,27.5608329496195,100.879060197593,203.699018641704,114.49543079346
"dnajb1a",298.688437834885,196.297858972245,301.00760053459,196.105690713817,269.676368168655,165.300091422627,274.905653504114,136.727965726574,232.298449146793,244.725127516382,238.371192027526,216.467923843885
"dnajc2",38.5404435915981,307.830733388294,212.185685622744,660.141790139517,808.059045627662,364.441146443588,49.3420403725332,142.308699021536,188.988568797391,603.406230441157,652.270261820776,298.761514726684
"aldh1l2",19.270221795799,22.9439055941586,110.204968501735,152.526648332969,244.454837332738,67.6819271966664,56.3909032828951,58.597699597103,157.490473997826,153.186721040789,164.692823582654,69.7706531397646
"hspa14",2302.79150459799,1602.88673803635,1148.10549274942,3201.04206673398,3904.00195573652,3196.01869675797,1991.30377217723,1551.44385599949,1098.49605613484,3022.63554443898,3369.70185093457,2894.58760974716
"hsp90b1",18004.8105645416,15552.7813392848,93526.1867016218,31997.5083584862,22748.3657256801,19982.763610935,12393.6632121438,10050.9006642269,68262.2773234326,25565.3692371122,17661.1383184031,15020.369327217
"mgst1.1",598.982727486087,771.807490959056,990.199866239471,505.194083896501,430.706141967205,228.751898169502,1853.85094542518,2715.02674799911,3216.74293140559,1290.87834438031,1027.16313655498,783.578104492741
"mgst1.2",39167.5287258697,36195.923066918,41678.0387221077,38066.6970293227,19985.6380402688,21683.597425632,29508.3023585025,24299.9079495891,29551.118814767,32625.0353201993,17570.1238632653,18335.3698469089
"abcc9",67.4457762852967,113.444866548895,202.316583965872,315.544547609476,248.335072845956,228.426504288749,35.2443145518094,36.2747664172542,90.5570225487499,160.659244018388,99.6824984842382,141.330297385677
"akr1b1.1",9116.42076122927,5100.55767972364,2072.51134794308,454.755377437186,778.472249839374,843.746332793057,6100.79084891821,3066.61294558172,1248.11200643277,440.878855678368,702.111511062895,683.394602548463
"akr1b1.2",942.635016177837,461.427434726967,307.587001639171,494.702832952963,420.520523745008,694.71593540809,909.303315436684,544.121496258814,204.737616197174,517.472216198763,559.08879584638,776.422140068149
"dnajb9b",189.490514325357,44.6131497664194,903.02280160377,215.474153994194,70.8142981162297,49.459869874487,109.257375110609,83.7109994244329,685.083561890542,280.21961165998,67.1773359350301,76.9266175643558
"pparaa",200.731477039573,661.549277964905,639.846757420522,487.036149571147,542.262912972224,491.670153818091,426.456206076894,2021.62063610005,2210.77252874448,915.384064755934,1057.50128826757,1100.2295302809
"slco1d1",66824.3116323821,45984.6854563813,58934.162969148,31508.051151005,41490.8733134016,34138.0482114609,57282.5844410559,37570.8917250092,58519.5228757421,26047.3469691673,33911.5525821705,27037.0225872118
"hspa5",6686.76696314227,3238.2773423311,91557.3009210758,19721.1307159406,6306.83779729681,5028.63703316001,4796.75121050126,2084.40388566838,60196.796423819,15389.6610723661,4412.03406334585,3925.04648688829
"hspb1",308.323548732785,433.384883445217,416.147119864761,342.983203923343,297.808075639486,413.901016318075,292.527810780018,368.328397467505,374.039875744836,388.571194835172,268.70934374012,416.83492773244
"prdx4",15065.2988147741,11760.6636091391,10082.1097676326,18071.1797502434,18334.5978293945,20996.690943362,7161.64471692768,4472.9577359122,4449.10589043858,10881.8615861292,10440.6582108056,11866.3780070784
"ugt2b1",888.838980331231,949.622759313785,783.771156583236,809.44036125909,1252.34601189113,791.032524111038,999.176317543798,676.663912014166,468.534160143532,577.252400019559,931.814659743966,493.761545296795
"ugt2b5",261.753846059604,404.705001452519,473.716879529846,253.404061251599,493.274939617846,238.513714592098,167.410494121095,195.325665323677,240.172972846684,218.571297094784,290.379452106259,211.100950525442
"ugt2b6",636.720245169527,708.71175057512,367.624036718475,908.703735571022,1053.96897127786,1055.57774916339,366.540871338818,330.65844772651,216.549401747011,562.30735406436,619.765099271568,602.890002771812
"gstt2",1540.01189184761,946.436105759041,1916.25057170927,1016.03730291645,1101.01682687563,1066.96653498975,2340.22248624015,2253.22106784098,4399.89011731426,1287.14208289151,1319.70959949785,1397.20205390144
"hspb8",1161.03086319689,416.814284960547,666.164361838847,496.316871559661,726.574099850082,620.851524477113,2433.61991980244,1169.16362529458,1693.02259547663,1208.68059162671,1623.09111662379,1166.42220120837
"slc39a14",123.650589856377,203.945827503632,194.092332585145,248.561945431505,329.820018623535,283.092676255287,116.306238020971,132.542415755352,155.521843072853,169.999897740388,288.212441269645,268.348665922171
"aldh3b4",0,1.2746614218977,2.46727541421795,19.368463280377,2.91017663491355,7.15866537657048,63.439766193257,78.1302661294707,72.8393442239945,28.021961165998,47.6742384055052,50.0917509721387
"npas2",8.02925908158294,38.2398426569309,44.4109574559231,124.684482367427,191.586628465142,145.776458577435,59.915334738076,340.424730992694,84.6511297738314,274.61521942678,504.913524931033,348.853265698823
"abca2",24.0877772447488,90.5009609547365,18.0933530375983,68.5966407846687,52.3831794284439,102.824466318012,38.7687460069904,126.96168246039,39.3726184994565,82.1977527535941,56.3422817519607,155.642226234859
"cyp1d1",1931.0368091207,4746.83913514703,3208.28046362141,1624.52985764162,2652.14097328455,1708.31787395432,1695.25152994203,4115.79080503462,3620.31227102502,1374.9442278783,2368.54284441896,1579.67914672852
"abcb9",51.3872581221308,297.633442013112,24.6727541421795,148.895061467898,59.1735915765755,205.974326516778,28.1954516414476,209.277498561082,31.4980947995652,85.9340142423938,47.6742384055052,146.69727070412
"abcg4a",1.60585181631659,3.18665355474424,0,8.07019303349043,4.85029439152258,5.53169597280446,28.1954516414476,22.3229331798488,11.8117855498369,11.2087844663992,17.336086692911,21.4678932737737
"ar",272.99480877382,736.11697114592,905.490077017988,3280.53346811386,5571.53316754199,2536.77069435198,828.241391967522,3640.03329163909,4492.41577078798,5841.64483773838,11110.2645593193,4966.23931066632
"hsd20b2",700.95431782219,968.105349931301,1940.10090071338,1341.66959181778,867.232637204237,1210.46523640192,1117.24477129236,1275.19755789886,2909.63650710983,1544.94412561869,1098.67449416323,1459.81674261661
"akr1a1a",8943.79169097523,8980.62704798023,7182.23873078845,3015.83113661537,2591.51229339051,3143.30488807595,4680.44497248029,4445.05406943739,3880.17155312143,2366.92165315463,1809.45404857259,2177.20217618188
"slc30a5",4642.51760097125,2841.85764012092,4113.7705406394,3137.69105142108,2001.71649538137,2070.48126323263,2144.6165404776,1058.94414271908,1779.64235617543,1529.99907966349,1243.86422021636,1121.69742355468
"slc31a1",2389.50750267908,927.953515141524,2682.75080039298,2888.32208668622,3443.22398854188,2314.85206767829,16402.7039924121,10025.7873643996,28690.8271005539,12568.7836483223,16503.9545316513,10549.6805529536
"ptgs1",73.869183550563,127.46614218977,74.0182624265385,64.5615442679234,27.1616485925264,50.7614453974998,14.0977258207238,34.8795830935137,27.5608329496195,44.8351378655968,34.672173385822,28.623857698365
"aldh2.1",7059.32458452772,7656.89116133947,15228.0238565532,4268.32509541309,5693.76058620836,4912.47141773112,5279.59831986105,4849.65723332214,10486.8969373302,3373.84412438616,4212.66906637737,4053.85384653094
"aldh2.2",16032.8245341048,18666.7791929808,14974.7169140268,7232.9105062658,9816.0257895634,8839.97555842228,11627.0993706419,11966.4873677227,10984.9605613484,5867.79866815998,7122.96461994981,6926.97356300432
"ugt2a5",1730.30533208112,1634.11594287285,1437.59914135099,604.053948556759,570.394620443055,509.566817259517,1120.76920274754,979.418693265865,661.459990790869,405.384371534771,403.064015610181,475.871634235317
"ugt2a1",6017.12675573825,1980.82384962902,2631.76044183248,2288.30323464621,3003.30228723078,2452.81907311765,3575.53571128107,876.175127309064,1145.74319833418,1647.69131656068,2249.3572484052,1619.03695106377
"ugt2a2",62.6282208363469,105.15956730656,115.961944468244,223.544347027685,224.568630327495,194.585540690416,37.0065302793999,55.8073329496219,45.2785112743749,155.054851785189,160.358801909427,144.908279597973
"ugt2a3",2546.07805476995,1672.99311624073,1840.58745900659,1559.56480372203,1776.17780617557,1346.80527243751,1224.73993067538,842.690727539291,836.66814311345,900.439018800736,1011.99406069868,656.559735956246
"ugt2a4",53.7960358466057,154.234032049621,43.5885323178505,43.5790423808483,51.8981499892916,54.6661719665382,49.3420403725332,55.8073329496219,17.7176783247554,28.021961165998,47.6742384055052,30.4128488045128
"dnajc25",168.614440713242,65.0077325167826,152.971075681513,497.930910166359,338.550548528276,291.55291715487,606.202210291122,421.345363769645,783.515108139184,922.856587733534,784.457922854223,593.945047241073
"keap1b",735.480131872997,1018.45447609626,929.340406022095,971.247731580573,1179.10656657914,1057.53011244791,616.775504656665,825.948527654404,856.354452363178,861.208273168338,998.991995678996,948.165286258339
"hmox1b",44336.7657225928,50319.1716215445,18294.8471964261,6759.59368485158,11652.3472461938,7892.75397154971,25229.6425719128,23028.8959416615,9894.33902891341,5058.89805583484,7727.56064336508,5231.0099943762
"abcc4",1593.80792769421,1351.14110721156,1319.9923466066,2654.286488715,1654.43541694835,1332.81333556512,2354.32021206087,2108.12200217197,1976.50544867271,2606.04238843781,1510.40655311987,1322.06442744323
"cyp27a2",1033.36564379972,780.73012091234,687.547415428735,2472.70714546147,3436.43357639375,2354.55012113018,1818.60663087337,1808.15758756775,1767.8305706256,2772.3060246894,4119.48760040298,2622.66096161269
"cyp20a1",8136.85115327615,3156.0616806187,5636.07947121187,2960.14680468429,2427.0873135179,3015.09969905919,4426.68590770726,1545.86312270453,3145.87221810657,1954.06475864226,1553.74676985215,1964.31223455029
"nfe2l2b",86.7159980810957,173.353953378087,354.465234509312,100.87741291863,104.766358856888,103.800647960272,126.879532386514,152.07498228772,287.420115046032,100.879060197593,130.020650196832,73.3486353520602
"slc15a1b",33.7228881426483,5846.87194224474,9.8691016568718,26.6316370105184,3.88023551321806,1356.24169497935,299.57667369038,19593.9545986123,11.8117855498369,82.1977527535941,13.0020650196832,5715.82658414225
"aldh1l1",96616.8774545956,123215.146347741,108546.136998243,28720.2029675857,159906.445617473,57936.3804681079,52358.9536981681,54498.6509919533,53475.8904459618,18926.032571515,112400.685084325,36921.1984486785
"slco2a1",2851.99282577826,3887.71733678798,8516.21230474229,3917.27169845625,4006.8281968368,4940.12989759514,8983.77577925623,9322.61496923434,26263.5051700624,7498.67680802106,7376.50488783363,10390.4603445065
"dnajc6",32.1170363263317,12.746614218977,26.3176044183248,85.5440461549986,158.119597163636,86.5547722803522,31.7198830966285,2.7903666474811,55.121665899239,82.1977527535941,188.529942785407,139.541306279529
"akr1a1b",1872.42321782514,1793.44862061006,2435.20083383312,1511.14364552108,1357.59740018717,1363.72575423668,958.645355809217,817.577427711961,1285.51599400725,956.482941132732,851.635258789253,939.2203307276
"hsd17b7",165.402737080608,73.9303624700665,55.9249093889402,63.7545249645744,29.1017663491355,81.9992579498073,225.56361313158,83.7109994244329,27.5608329496195,44.8351378655968,39.0061950590497,93.0275375196861
"vdrb",89.9277017137289,411.715639272956,177.643829823692,138.807320176035,117.377124274846,159.44300156907,167.410494121095,620.856579064544,372.071244819864,212.966904861585,147.356736889743,250.458754860693
"gpx1b",769.203020015645,17778.9775126291,210.540835346598,96.0352970985361,53.3532383067484,1920.47468420541,842.339117788246,15220.0548786856,185.051306947445,56.043922331996,56.3422817519607,2223.71594494173
"ncoa5",330.805474161217,826.617932100657,710.57531929477,851.001855381566,916.705639997768,1211.76681192493,338.345419697371,541.331129611333,641.77368154114,797.691827858743,741.117706121945,983.945108381295
"nat8l2",32.1170363263317,45.8878111883171,29.6073049706154,92.8072198851399,73.7244747511432,44.2535677824357,7.04886291036189,19.5325665323677,0,44.8351378655968,60.6763034251885,28.623857698365
"cyp24a1",35235.6005536186,25311.5891853335,15428.6955902429,9266.19564105371,30585.9564329414,10105.7577545522,26242.9166152773,15323.2984446424,9638.41700866694,7248.34728827148,22151.184771867,7256.14792653552
"arnt2",19.270221795799,33.1411969693401,33.7194306609787,159.386312411436,167.335156507529,187.426875313845,165.648278393504,265.084831510704,283.482853196087,233.516343049983,273.043365413348,250.458754860693
"fth1a",39822.7162669269,78133.5585087741,44565.5733818808,19288.9718789971,33811.4022033039,25792.0205640219,39804.9288548136,73672.6554101196,41311.7199605547,24315.5897691087,42670.6103837638,30727.7112391948
"clpxa",2547.68390658627,2660.2183875005,9095.19960194544,8089.15798711913,8990.99071356541,6552.45657672726,4269.84870795171,4475.74810255968,14928.1283040689,9206.14830840254,10761.3758146245,7918.07463581021
"slc39a1",992.416422483651,1314.17592597653,1151.39519330171,556.84331931084,817.759634410707,717.818900941567,944.547629988493,1104.98519240251,1078.80974688511,444.615117167168,663.105316003846,751.37626458208
"dnajc3b",96.3511089789952,128.740803611667,277.979696668556,199.333767927214,102.826241100279,104.451435721778,260.80792768339,545.516679582554,946.911474911928,328.791011014376,177.694888602338,180.688101720929
"ugt5g1",1329.64530391013,480.547356055432,890.68642453268,612.931160893598,552.933560633574,767.929558577561,1298.75299123418,551.097412877516,1023.68808098587,554.83483108676,561.255806682993,728.119380202159
"txnb",42174.4862519225,16114.9070263416,34778.7142388162,11235.726250877,7408.82468305074,7339.90976815002,32967.5318317625,10883.8251085,25891.4339252426,9858.12593819809,6407.85104386723,6136.23949408699
"cyp26b1",1.60585181631659,7.64796853138619,18.0933530375983,51.6492354143387,37.8322962538761,243.394622803396,24.6710201862666,33.4843997697731,35.4353566495108,67.2527067983952,82.3464117913272,393.578043352518
"nat16l",11.2409627142161,38.2398426569309,4.9345508284359,70.2106793913667,41.7125317670942,146.752640219695,17.6221572759047,39.0651330647353,7.87452369989129,78.4614912647944,39.0061950590497,146.69727070412
"hsbp1a",40.1462954079147,54.810441141601,19.7382033137436,11.2982702468866,9.2155593438929,14.9681185146474,66.9641976484379,69.7591661870274,23.6235710996739,18.6813074439987,34.672173385822,25.0458754860693
"cyp2r1",179.855403427458,145.311402096338,3479.68075918538,472.10629245919,1271.74718945722,167.252454707147,137.452826752057,173.002732143828,4323.11351124032,481.977732055165,1241.69720937975,203.94498610085
"aldh1a2",100.365738519787,893.537656750286,80.5976635311197,65.3685635712725,52.3831794284439,74.5151986924836,218.514750221219,2092.77498561082,137.804164748098,48.5713993543965,56.3422817519607,234.357834905363
"slc39a13",93.1394053463621,76.4796853138619,55.1024842508676,334.913010889853,258.035661629001,301.314733577467,91.6352178347045,22.3229331798488,31.4980947995652,222.307558583584,184.195921112179,198.578012782407
"nr1h3",654.384615149009,462.702096148864,562.538794441693,1533.74018601486,2511.48243593039,1824.80888326397,2523.49292190956,2578.29878227253,4147.90535891774,3489.66823053895,5647.23024021576,4261.37681484408
"hsd11b2",18653.5746983335,12522.9111394339,14014.946777896,1580.5473056091,3249.21221288098,1521.86718028273,23247.1498783735,13264.0078588014,18154.7143900994,1440.3288039323,2968.80484616101,1799.7250527847
"abcc12",1186.72449225796,3606.65449325954,807.621485587342,2323.81208399357,2943.64366621505,2781.14149879763,995.651886088617,2671.77606496315,492.157731243206,1841.97691397827,1922.13861207651,1862.33974149987
"slc67a1",14011.0570973622,7062.89893873514,12046.0609973501,2650.65490184993,2501.78184714735,3254.9149891743,9205.81496093262,4979.40928243002,7994.61018631464,1795.27364536827,1848.46024363163,2501.00956639464
"dnajb6b",64.2340726526635,146.586063518235,149.681375129222,171.491601961672,86.3352401691019,145.451064696682,123.355100931333,241.366715007115,200.800354347228,246.593258260782,121.352606850377,311.284452469719
"abcf2b",49.7814063058142,188.649890440859,34.5418557990513,98.4563550085832,292.472751808812,245.672379968669,47.5798246449427,216.253415179785,11.8117855498369,143.84606731879,262.208311230279,273.715639240615
"dnaja2a",15382.4545484966,14485.2523984454,21840.3219666573,9464.3188800259,17034.7189324665,12946.120939647,13502.0969047982,13184.4824093482,21954.1720752969,8548.56628637379,16352.2637730883,11848.4880960169
"hsd17b12b",3969.6656899346,4655.70084348134,1847.16686011117,3480.67425534442,2667.17688589827,2888.84687332694,5431.14887243383,6602.00748794027,3039.56614815804,3876.37129462972,2830.11615261772,3468.8537548206
"per1b",197.51977340694,640.517364503593,299.362750258445,1090.68658847623,1636.48932769972,957.308797175925,817.668097601979,1264.03609130894,846.511297738314,1150.76853855032,1885.29942785407,1411.51398275062
"cyp2x10.2",14504.8565308796,3440.31117770189,20925.7852131205,1331.9853601776,1231.97477544674,1835.22148744807,6742.23737376115,1411.92552362543,9156.1024320486,836.92257349114,654.43727265739,992.890063912034
"cyp2x12",2410.3835762912,12864.5204005025,379.137988651492,11371.3054938397,8873.61358929056,18255.2474980162,1441.49246516901,6754.08247022799,220.486663596956,8244.06097503661,6212.82006857198,12286.7909170232
"slc22a31",623.873430638994,1656.42251775606,2051.95071949126,1438.91541787134,1363.90278289615,1120.00573755253,796.521508870893,1916.98188681951,3110.43686145706,1442.1969346767,1326.21063200769,1089.49558364402
"sult5a1",9.63511089789952,20.3945827503632,16.448502761453,25.0175984038203,1.94011775660903,14.6427246338942,31.7198830966285,19.5325665323677,35.4353566495108,22.4175689327984,0,35.7798221229562
"nqo1",3470.24577506015,5493.79072837908,4782.40217789246,1102.79187802647,1089.86114977512,1051.99841647511,3284.77011622864,4043.24127220011,3767.95959039798,958.351071877131,946.983735600263,1021.5139216104
"cyp7a1b",821.393204045934,795.388727264163,545.267866542167,993.440762422672,750.340542368543,1455.48682860908,752.466115681131,587.372179294771,547.279397142445,906.043411033935,537.418687480241,1465.18371593506
"hspa12b",78.6867389995128,47.1624726102148,54.2800591127949,211.842567129124,99.4310350262129,277.560980282483,42.2931774621713,41.8554997122164,21.6549401747011,158.791113273989,67.1773359350301,280.871603665206
"bmal1b",70.6574799179298,121.73016579123,72.3734121503932,369.614840933862,667.885537712659,403.488412133973,95.1596492898855,64.1784328920652,94.4942843986955,311.977834314778,515.748579114102,452.614749855396
"hnf4b",4628.0649346244,8800.89978749265,10733.4704769862,11506.4812271507,13166.124125788,13889.4377999505,3762.33057840566,6158.33919099078,10158.1355728598,10452.1915149173,11209.9470578036,12041.6991354809
"sod3a",8076.63171016428,7205.66101798769,6335.9632637117,1399.77498165891,1629.21388611243,1583.36662374509,7478.84354789396,5623.98397799815,5539.72742287352,1244.17507577031,1707.60453925173,1593.9910755777
"hsd17b4",7639.03709021801,14956.8771245476,9705.43905439535,4396.64116464559,14622.1825021231,6261.22905345314,5489.30199144432,9557.00576762275,6833.11794058067,3463.51440011735,11541.4997158055,4737.2484490794
"hsp70l",94.7452571626787,66.2823939386803,44.4109574559231,8.87721233683947,23.2814130793084,4.55551433054485,42.2931774621713,44.6458663596975,23.6235710996739,3.73626148879973,13.0020650196832,10.7339466368869
"abcd1",101.168664427945,108.346220861304,347.063408266658,891.352820549018,808.544075066814,916.634562081775,51.1042561001237,75.3398994819896,240.172972846684,780.878651159144,602.429012578657,731.697362414454
"nr1h5",6000.26531166693,6127.93478577318,9984.24117620197,4296.16726137863,3633.35552868956,3193.74093959269,3600.20673146733,3193.57462804211,6132.28533129034,3385.05290885256,2713.09756744057,2409.7710199811
"ugt5e1",931.394053463621,340.334599646685,725.378971780077,193.68463280377,144.538772867373,201.744206066986,867.010137974512,459.01531351064,740.205227789781,194.285597417586,112.684563503921,228.99086158692
"gclm",602.19443111872,639.242703081695,599.547925654962,490.264226784544,573.304797077969,362.488783159069,616.775504656665,1021.27419297808,759.89153703951,530.549131409562,563.422817519607,441.880803218509
"aldh9a1a.2",421.536101783104,298.270772724061,287.848798325428,75.4563048631355,439.921701311098,120.395735878685,162.123846938323,170.212365496347,210.643508972092,20.5494381883985,268.70934374012,67.9816620336168
"aldh9a1a.1",95365.1159637769,50285.3930938642,72974.6049263243,11323.6913549421,57665.6350502511,17598.2772527755,67323.6896568664,33713.2098348666,51654.9068403619,8922.19243525376,51672.3733990578,14276.1490270595
"ppardb",1067.89145785053,1037.57439742473,1326.57174771118,1737.91606976216,2378.09934016352,1773.07125622421,1504.93223136226,1335.1904408197,1937.13283017326,1866.26261365547,2700.09550242089,1903.48653694127
"gstm.1",3690.24747389552,2955.30250666981,1927.76452364229,2147.4783662118,3068.29623207718,3246.45474827471,3466.27833617046,2148.58231856044,2222.58431429432,2262.30633146824,3131.33065890705,3567.24826565873
"gstm.2",285.841623304353,8.92262995328388,230.279038660342,182.789872208558,69.3592097987729,191.006208002131,652.019819208475,18.1373832086271,594.526539341793,280.21961165998,112.684563503921,407.889972201701
"gstm.3",1723.88192481586,1272.1120990539,683.435289738372,423.685134258248,351.646343385387,445.464222751136,1416.82144498274,835.714810920588,496.094993093151,416.59315600117,270.876354576734,338.119319061936
