"Geneid","E1_S1_L001.bam","E2_S2_L001.bam","E3_S3_L001.bam","E4_S4_L001.bam","E5_S5_L001.bam","E6_S6_L001.bam","L1_S1_L001.bam","L2_S2_L001.bam","L3_S3_L001.bam","L4_S4_L001.bam","L5_S5_L001.bam","L6_S6_L001.bam"
"dnajb1b",149.344218917443,179.727260487575,92.1116154641368,267.123389408533,203.712364443948,186.776087552339,211.465887310857,232.995615064671,196.863092497282,298.900919103979,234.037170354298,228.99086158692
"cyp3a65",12448.5632800862,73693.2754455935,12960.5977508869,5457.06452924623,17190.8984118735,16996.2985733821,8765.26102903501,53958.7150456657,9339.18510807107,4079.99754576931,12501.4855164254,14168.8095606907
"abcf3",881.612647157806,1039.48638955757,1093.00300849855,1501.05590422922,1732.52515665187,1049.72065930984,567.433464284132,643.179512244393,716.581656690108,1124.61470812872,1135.51367838567,737.064335732898
"slc22a23",759.567909117746,718.909041950301,1369.33785489096,955.914364816941,1592.83667817602,1501.69275967603,1633.57397947637,1696.54292166851,4169.56029909244,1208.68059162671,2193.01496665324,1905.27552804742
"cyp8b1.2",566.062765251597,338.422607513839,473.716879529846,135.579242962639,89.2454168040155,146.427246338942,491.658187997742,237.181165035893,324.824102620516,134.50541359679,69.344346771644,159.220208447155
"cyp8b1.1",26281.3708258373,8391.09614035254,9202.93729503295,7075.54174211273,7529.59701339965,6335.41885826487,20919.2629022265,6122.06442457352,7382.36596864809,5660.43615553159,5989.61795240075,5273.94578092374
"cyp8b1.3",111.606701234003,86.0396459780946,42.7661071797778,68.5966407846687,71.2993275553819,72.2374415272112,91.6352178347045,27.903666474811,21.6549401747011,37.3626148879973,13.0020650196832,32.2018399106606
"aldh9a1b",2619.14431241235,2418.67004805088,4687.82328701411,2777.76044212741,2830.14677745343,2207.14669314898,1966.63275199097,1604.46082230163,3500.22578460168,2086.70204149465,2041.32420809027,1542.11033349941
"prdx1",984.387163402068,1428.25812323637,1261.60016180345,673.457608644776,359.891843850975,478.654398587963,627.348799022208,888.731777222729,779.577846289238,448.351378655968,182.028910275565,375.68813229104
"mtf2",14.4526663468493,17.8452599065678,19.7382033137436,106.930057693748,35.4071490581148,69.6342904811856,21.1465887310857,37.6699497409948,7.87452369989129,153.186721040789,54.1752709153469,153.853235128712
"abcd3b",342.849362783591,257.481607223335,235.213589488778,608.492554725178,631.023300337088,618.899161192593,225.56361313158,110.219482575503,149.615950297935,405.384371534771,357.556788041289,332.752345743493
"tfa",3469203.57723136,3261810.14150218,3685689.20959606,1671692.06572934,2337153.63993973,1677055.33146707,2825825.70099789,2354737.39684299,3249363.14583239,1755904.65806079,3723657.06696541,1466657.84460652
"dnajc1",2632.79405285104,2314.78514216622,4460.83394890605,2703.51466621929,2496.44652331667,2106.59998399624,1998.3526350876,1607.25118894911,3456.91590425228,2374.39417613223,2312.200562667,1781.83514172322
"cyp7a1",1027.74516244262,137.663433564951,540.333315713731,1977.19729320516,26585.9186482527,2959.13195156963,560.38460137377,47.4362330071786,362.228090194999,1178.79049971632,16623.140127665,1912.43149247201
"dnajb6a",517.084284853941,602.914852557611,911.247052984496,783.615743551921,841.041047490015,586.685166998026,1466.16348535527,1082.66225922267,1484.34771742951,1238.57068353711,1252.53226356282,1105.59650359935
"abcf2a",581.318357506605,1367.71170569623,2664.65744735539,3534.34103901713,3895.75645527094,2452.81907311765,507.518129546056,1011.5079097119,1984.37997237261,2697.58079491341,3022.98011707635,2175.41318507574
"keap1a",3133.01689363366,10583.5137860166,4066.06988263118,3780.88543619027,5648.6528483672,3879.9966341012,2225.67846394677,6004.86902537932,2510.00442934035,3002.08610625059,4286.34743482224,3429.49595048535
"cyp7b1",867.159980810957,79.0290081576573,406.278018207889,305.053296665938,146.478890623982,249.90250041846,1550.74984027962,484.12861333797,1112.27647260964,425.933809723169,229.703148681071,354.220239017266
"slc39a6",215.184143386423,373.475796616025,489.342957153227,552.808222794094,645.089154072503,385.9171425733,172.697141303866,195.325665323677,346.479042795217,384.834933346372,494.078470747963,305.917479151275
