"","X","Geneid","E1_cpm","E2_cpm","E3_cpm","CPM_mean_E13","L1_CPM","L2_CPM","L3_CPM","CPM_mean_UN13","FC_E1","FC_E2","FC_E3","FC_UN1","FC_UN2","FC_UN3","mean_FC_un","sd_FC_un","mean_FC_e","sd_FC_e"
"65",65,"abcc6b.2",60.7173571032156,14.4346156692275,91.3262816351904,55.4927514692112,3.08629024264019,1.11385337557878,4.84255553195918,3.01423305005938,0.0131403620261987,0.00292289542725336,0.0189040393077727,0.0121230217975515,0.00367457082161108,0.0173872493504763,0.0110616139898796,0.00691768227151555,0.0116557655870749,0.00809334664232046
"66",66,"cyp3c4",35.6157976143667,39.3908487840967,71.6882711791891,48.8983058592175,1.42911961974472,3.44598388069684,3.72932437518695,2.8681426252095,0.0077079190668498,0.00797633511172152,0.0148390788720721,0.00561361600477756,0.0113682034793592,0.0133901805342748,0.0101240000061372,0.004034819783143,0.0101744443502145,0.004041920732791
"67",67,"cyp3c3",19.5129103951052,102.172731393628,232.033579853918,117.906407214217,2.15888282982712,22.2770675115755,19.611422211804,14.6824575177355,0.00422295565896559,0.0206891694398957,0.0480296781577441,0.00848014332636607,0.0734914164322213,0.0704150289787488,0.050795529579112,0.0366784674602182,0.0243139344188685,0.0221271648632589
"68",68,"cyp3c2",23.3018250349314,33.5648292067579,22.7839053348753,26.5501865255215,1.15545841596381,1.25308504752612,0.612277136224724,1.00694019990488,0.00504294704905599,0.006796612258553,0.00471614341811868,0.00453866825918183,0.00413389217431244,0.0021983878489108,0.00362364942746836,0.00125079528509059,0.00551856757524255,0.00111881580821064
"69",69,"cyp3c1",2710.40008759971,2284.75618499369,5254.97906978939,3416.71178079426,135.006193865246,126.666013554099,261.961845041117,174.544684153487,0.586580840901172,0.462645044283627,1.08775184008525,0.530307554493881,0.417867600620084,0.940576910265803,0.629584021793256,0.275132910276395,0.712325908423348,0.330981106777953
"70",70,"mafk",0.568337195973937,0.869555160796836,0.762641182757331,0.733511179842701,0.714559809872358,1.705587981355,2.05947764002862,1.49320847708533,0.000122998708513561,0.000176078037786347,0.000157862541192257,0.00280680800238877,0.00562668657059194,0.0073945773099727,0.00527602396098447,0.00231389930728085,0.000152313095830721,2.69713006152413e-05
"71",71,"slc16a5b",2.65224024787837,1.73911032159367,2.47858384396133,2.28997813781112,0.456102006301505,0.330675220874949,0.259753936580186,0.348843721252213,0.000573993973063283,0.000352156075572694,0.000513053258874835,0.00179157957599283,0.00109088821266579,0.000932649390447005,0.00127170572636854,0.000457123064236189,0.000479734435836937,0.000114610737573904
"72",72,"dnajb1a",35.2369061503841,26.7822989525426,34.8908341111479,32.3033464046915,2.37173043276783,1.705587981355,2.18935460831871,2.08889100748051,0.00762591992784077,0.0054232035638195,0.00722221125954575,0.00931621379516275,0.00562668657059194,0.00786090200519619,0.00760126745698363,0.00185841608881904,0.00675711158373534,0.00117270120935001
"73",73,"dnajc2",4.5466975677915,41.9995142664872,24.5951781439239,23.7137966594009,0.425695205881405,1.77520381732867,1.78116985083556,1.32735629134855,0.000983989668108487,0.00850456922508056,0.00509106695345028,0.00167214093759331,0.00585634724694262,0.00639531010592232,0.00464126609681942,0.00258542035251562,0.00485987528221311,0.00376561633863882
"74",74,"aldh1l2",2.27334878389575,3.13039857886861,12.7742398111853,6.05932905798322,0.486508806721606,0.730966277723571,1.48430820902963,0.900594431158269,0.000491994834054243,0.000633880936030849,0.0026441975649703,0.00191101821439236,0.00241143710168226,0.00532942508826859,0.0032172934681144,0.00184619331364039,0.00125669111168513,0.00120370824326932
