"","Geneid","E4_cpm","E5_cpm","E6_cpm","CPM_mean_E46","L4_CPM","L5_CPM","L6_CPM","CPM_mean_UN46"
"25","prdx1",150.801216167987,60.0926495837248,100.485905024493,103.793256925402,4.36955472689782,1.61253935171925,3.29626557126425,3.09278654996044
"26","mtf2",23.9438719499799,5.9120800803395,14.618615686772,14.8248559056971,1.49293119835676,0.47992242610692,1.34989923394631,1.10758428613666
"27","abcd3b",136.254184530452,105.36460526742,129.928070262805,123.848953353559,3.95080573223678,3.16748801230567,2.91954950597691,3.34594775017312
"28","tfa",374326.748015595,390244.338980855,352071.188013227,372214.091669892,17112.7420676423,32986.7576732685,12868.3696461721,20989.2897956943
"29","dnajc1",605.373366282511,416.842139363115,442.24728016898,488.154261938202,23.1404335745297,20.4830891462433,15.6337167094247,19.7524131433992
"30","cyp7a1",442.735745490194,4439.16226635136,621.222855399553,1834.3736224137,11.4882876361355,147.259397226647,16.7795614080071,58.5090820902632
"31","dnajb6a",175.467921988155,140.432148757653,123.165252725467,146.355107823758,12.0708949330552,11.095806491592,9.70043868114908,10.9557133685988
"32","abcf2a",791.412733622166,650.490783634067,514.930490873305,652.278002709846,26.2901542735019,26.7796713767661,19.086947307892,24.05225765272
"33","keap1a",846.61917045778,943.179241310052,814.543801163874,868.114070977235,29.2578101921867,37.9714623535795,30.0901957148265,32.4398227535309
"34","cyp7b1",68.3078007327728,24.4581943049661,52.4630693805649,48.4096881394346,4.15107699055293,2.03487108669334,3.10790753862058,3.09795187195562
"35","slc39a6",123.785300269707,107.713239819884,81.0171878715494,104.17190932038,3.75053447392063,4.37689252609511,2.68410196517232,3.60384298839602
"36","slco5a1a",70.8377192784311,97.9137646182254,83.0665265192277,83.9393368052947,7.06411347515148,9.65603921327123,6.93785420237523,7.88600229693265
"37","per2",338.828376650659,370.922284492533,303.302119856391,337.684260333194,14.4923565108778,19.2736846324539,12.4630231599229,15.4096881010849
"38","hsd11b1lb",677.927816002638,716.495513298131,775.264810416706,723.229379905825,46.7724420558354,70.2798400790974,52.4420155885422,56.4980992411583
